timestamp,unix_time,seconds_left,elapsed,time_fraction_elapsed,up_price,down_price,up_minus_down,up_price_change_0_5s,up_price_change_1s,up_price_change_5s,up_price_change_15s,up_price_change_30s,down_price_change_0_5s,down_price_change_1s,down_price_change_5s,down_price_change_15s,down_price_change_30s,btc_binance,btc_chainlink,btc_price,btc_return_0_5s,btc_return_1s,btc_return_5s,btc_return_15s,btc_return_30s,btc_return_60s,btc_volatility_5s,btc_volatility_15s,btc_volatility_30s,btc_volatility_60s,price_to_beat,btc_distance_to_beat,btc_distance_to_beat_pct,btc_above_price_to_beat,direction_signal,market_confidence_gap,abs_market_confidence_gap
03:05:08.751,1777687508.751,291.25,8.75,0.0291666666666667,0.38,0.62,-0.24,0,0,0.01,,,0,0,-0.01,,,78327.21,78328.1118487894,78328.1118487894,0,5.97105608594509e-06,9.63010635723581e-06,,,,2.41237747148803e-06,4.00707989707373e-06,4.00707989707373e-06,4.00707989707373e-06,78326.2326052099,1.87924357947486,2.39925184318116e-05,1,1,0.62,0.62
03:05:08.970,1777687508.971,291.03,8.97,0.0299,0.38,0.62,-0.24,0,0,0.01,,,0,0,-0.01,,,78327.21,78328.1118487894,78328.1118487894,0,5.97105608594509e-06,9.63010635723581e-06,,,,2.41237747148803e-06,3.9566322637447e-06,3.9566322637447e-06,3.9566322637447e-06,78326.2326052099,1.87924357947486,2.39925184318116e-05,1,1,0.62,0.62
03:05:09.192,1777687509.192,290.81,9.19,0.0306333333333333,0.38,0.62,-0.24,0,0,0.01,,,0,0,-0.01,,,78327.21,78327.2669387526,78327.2669387526,-1.07868045941726e-05,-1.07868045941726e-05,-1.15680211501228e-06,,,,3.30332650030442e-06,4.2933030280664e-06,4.2933030280664e-06,4.2933030280664e-06,78326.2326052099,1.03433354273147,1.32054550350309e-05,1,1,0.62,0.62
03:05:09.401,1777687509.401,290.6,9.4,0.0313333333333333,0.38,0.62,-0.24,0,0,0.01,,,0,0,-0.01,,,78327.21,78327.2669387526,78327.2669387526,-1.07868045941726e-05,-1.07868045941726e-05,-3.9544666271535e-06,,,,3.30332650030442e-06,4.24092825760803e-06,4.24092825760803e-06,4.24092825760803e-06,78326.2326052099,1.03433354273147,1.32054550350309e-05,1,1,0.62,0.62
03:05:09.624,1777687509.625,290.38,9.62,0.0320666666666667,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.21,78327.2669387526,78327.2669387526,-1.07868045941726e-05,-1.07868045941726e-05,-3.9544666271535e-06,,,,3.30332650030442e-06,4.19042458526427e-06,4.19042458526427e-06,4.19042458526427e-06,78326.2326052099,1.03433354273147,1.32054550350309e-05,1,1,0.62,0.62
03:05:09.852,1777687509.853,290.15,9.85,0.0328333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.21,78327.2669387526,78327.2669387526,0,-1.07868045941726e-05,-3.9544666271535e-06,,,,3.30332650030442e-06,4.14168319595211e-06,4.14168319595211e-06,4.14168319595211e-06,78326.2326052099,1.03433354273147,1.32054550350309e-05,1,1,0.62,0.62
03:05:10.076,1777687510.077,289.92,10.08,0.0336,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.21,78327.2669387526,78327.2669387526,0,-1.07868045941726e-05,-3.9544666271535e-06,,,,3.30332650030442e-06,4.09460393252603e-06,4.09460393252603e-06,4.09460393252603e-06,78326.2326052099,1.03433354273147,1.32054550350309e-05,1,1,0.62,0.62
03:05:10.305,1777687510.306,289.69,10.31,0.0343666666666667,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.2,78327.4723832585,78327.4723832585,2.62289894627713e-06,2.62289894627713e-06,-1.33157805304272e-06,,,,3.35459683597091e-06,4.06330390776639e-06,4.06330390776639e-06,4.06330390776639e-06,78326.2326052099,1.2397780486499,1.58283886178822e-05,1,1,0.62,0.62
03:05:10.525,1777687510.525,289.47,10.53,0.0351,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.2,78327.4723832585,78327.4723832585,2.62289894627713e-06,2.62289894627713e-06,-1.33157805304272e-06,,,,3.35459683597091e-06,4.01922222551784e-06,4.01922222551784e-06,4.01922222551784e-06,78326.2326052099,1.2397780486499,1.58283886178822e-05,1,1,0.62,0.62
03:05:10.754,1777687510.754,289.25,10.75,0.0358333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.2,78327.4723832585,78327.4723832585,2.62289894627713e-06,2.62289894627713e-06,-1.33157805304272e-06,,,,3.0358295787008e-06,3.97654469336639e-06,3.97654469336639e-06,3.97654469336639e-06,78326.2326052099,1.2397780486499,1.58283886178822e-05,1,1,0.62,0.62
03:05:10.959,1777687510.959,289.04,10.96,0.0365333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78327.2,78327.579176123,78327.579176123,1.36341517457416e-06,3.98631769695152e-06,-6.45776362868531e-06,,,,3.05630163167927e-06,3.93763540679598e-06,3.93763540679598e-06,3.93763540679598e-06,78326.2326052099,1.34657091308327,1.71918253731216e-05,1,1,0.62,0.62
03:05:11.157,1777687511.158,288.84,11.16,0.0372,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78336,78327.579176123,78327.579176123,1.36341517457416e-06,3.98631769695152e-06,-6.45776362868531e-06,,,,2.71341468228516e-06,3.89757734997816e-06,3.89757734997816e-06,3.89757734997816e-06,78326.2326052099,1.34657091308327,1.71918253731216e-05,1,1,0.62,0.62
03:05:11.381,1777687511.382,288.62,11.38,0.0379333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78336,78327.579176123,78327.579176123,1.36341517457416e-06,1.36341517457416e-06,2.8136713658302e-07,,,,2.71341468228516e-06,3.85871737813224e-06,3.85871737813224e-06,3.85871737813224e-06,78326.2326052099,1.34657091308327,1.71918253731216e-05,1,1,0.62,0.62
03:05:11.616,1777687511.616,288.38,11.62,0.0387333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78336,78327.579176123,78327.579176123,0,1.36341517457416e-06,2.8136713658302e-07,,,,2.71341468228516e-06,3.82099694083823e-06,3.82099694083823e-06,3.82099694083823e-06,78326.2326052099,1.34657091308327,1.71918253731216e-05,1,1,0.62,0.62
03:05:11.846,1777687511.846,288.15,11.85,0.0395,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78336,78327.579176123,78327.579176123,0,1.36341517457416e-06,2.8136713658302e-07,,,,2.71341468228516e-06,3.78436141650745e-06,3.78436141650745e-06,3.78436141650745e-06,78326.2326052099,1.34657091308327,1.71918253731216e-05,1,1,0.62,0.62
03:05:12.055,1777687512.056,287.94,12.06,0.0402,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78336,78327.579176123,78327.579176123,0,0,2.8136713658302e-07,,,,2.71341468228516e-06,3.74875977982656e-06,3.74875977982656e-06,3.74875977982656e-06,78326.2326052099,1.34657091308327,1.71918253731216e-05,1,1,0.62,0.62
03:05:12.269,1777687512.269,287.73,12.27,0.0409,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78328.516081181,78328.516081181,1.19613687528366e-05,1.19613687528366e-05,1.22427392549557e-05,,,,3.68191242689429e-06,4.03166028241238e-06,4.03166028241238e-06,4.03166028241238e-06,78326.2326052099,2.28347597112588,2.9153399763721e-05,1,1,0.62,0.62
03:05:12.475,1777687512.476,287.52,12.48,0.0416,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78328.516081181,78328.516081181,1.19613687528366e-05,1.19613687528366e-05,1.22427392549557e-05,,,,3.68158056977447e-06,3.99549186684117e-06,3.99549186684117e-06,3.99549186684117e-06,78326.2326052099,2.28347597112588,2.9153399763721e-05,1,1,0.62,0.62
03:05:12.701,1777687512.702,287.3,12.7,0.0423333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78328.516081181,78328.516081181,1.19613687528366e-05,1.19613687528366e-05,1.11318444134573e-05,,,,3.68158056977447e-06,3.96027931889869e-06,3.96027931889869e-06,3.96027931889869e-06,78326.2326052099,2.28347597112588,2.9153399763721e-05,1,1,0.62,0.62
03:05:12.930,1777687512.931,287.07,12.93,0.0431,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78328.516081181,78328.516081181,0,1.19613687528366e-05,1.11318444134573e-05,,,,3.48345002078912e-06,3.92598128123341e-06,3.92598128123341e-06,3.92598128123341e-06,78326.2326052099,2.28347597112588,2.9153399763721e-05,1,1,0.62,0.62
03:05:13.140,1777687513.14,286.86,13.14,0.0438,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78328.516081181,78328.516081181,0,1.19613687528366e-05,5.16075751233967e-06,,,,3.48345002078912e-06,3.89255885802452e-06,3.89255885802452e-06,3.89255885802452e-06,78326.2326052099,2.28347597112588,2.9153399763721e-05,1,1,0.62,0.62
03:05:13.360,1777687513.361,286.64,13.36,0.0445333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78332.6188546708,78332.6188546708,5.23790529306359e-05,5.23790529306359e-05,5.75400807585664e-05,,,,1.14042262636847e-05,7.72884275348876e-06,7.72884275348876e-06,7.72884275348876e-06,78326.2326052099,6.38624946092023,8.15339797218262e-05,1,1,0.62,0.62
03:05:13.576,1777687513.577,286.42,13.58,0.0452666666666667,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78332.6188546708,78332.6188546708,5.23790529306359e-05,5.23790529306359e-05,5.75400807585664e-05,,,,1.14042262636847e-05,7.66620662994492e-06,7.66620662994492e-06,7.66620662994492e-06,78326.2326052099,6.38624946092023,8.15339797218262e-05,1,1,0.62,0.62
03:05:13.812,1777687513.813,286.19,13.81,0.0460333333333333,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78332.6188546708,78332.6188546708,5.23790529306359e-05,5.23790529306359e-05,5.75400807585664e-05,,,,1.14042262636847e-05,7.60506702801954e-06,7.60506702801954e-06,7.60506702801954e-06,78326.2326052099,6.38624946092023,8.15339797218262e-05,1,1,0.62,0.62
03:05:14.012,1777687514.012,285.99,14.01,0.0467,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.94,78332.6188546708,78332.6188546708,0,5.23790529306359e-05,5.75400807585664e-05,,,,1.104365621295e-05,7.54536537324749e-06,7.54536537324749e-06,7.54536537324749e-06,78326.2326052099,6.38624946092023,8.15339797218262e-05,1,1,0.62,0.62
03:05:14.242,1777687514.242,285.76,14.24,0.0474666666666667,0.38,0.62,-0.24,0,0,0,,,0,0,0,,,78339.93,78332.6188546708,78332.6188546708,0,5.23790529306359e-05,6.83276223894501e-05,,,,1.104365621295e-05,7.48704624664791e-06,7.48704624664791e-06,7.48704624664791e-06,78326.2326052099,6.38624946092023,8.15339797218262e-05,1,1,0.62,0.62
03:05:14.446,1777687514.446,285.55,14.45,0.0481666666666667,0.39,0.61,-0.22,0.01,0.01,0.01,,,-0.01,-0.01,-0.01,,,78339.93,78334.1825570854,78334.1825570854,1.99623405602657e-05,1.99623405602657e-05,8.82913269289836e-05,,,,1.15592478905302e-05,7.78076020765825e-06,7.78076020765825e-06,7.78076020765825e-06,78326.2326052099,7.94995187547465,0.000101497947891162,1,1,0.61,0.61
03:05:14.696,1777687514.696,285.3,14.7,0.049,0.4,0.6,-0.2,0.02,0.02,0.02,,,-0.02,-0.02,-0.02,,,78339.93,78334.1825570854,78334.1825570854,1.99623405602657e-05,1.99623405602657e-05,8.82913269289836e-05,,,,1.15592478905302e-05,7.72314297477699e-06,7.72314297477699e-06,7.72314297477699e-06,78326.2326052099,7.94995187547465,0.000101497947891162,1,1,0.6,0.6
03:05:14.977,1777687514.978,285.02,14.98,0.0499333333333333,0.41,0.59,-0.18,0.02,0.03,0.03,,,-0.02,-0.03,-0.03,,,78339.93,78334.653026003,78334.653026003,6.00592107193505e-06,2.59683815244425e-05,9.42977782716596e-05,,,,1.15321348459314e-05,7.68361586854187e-06,7.68361586854187e-06,7.68361586854187e-06,78326.2326052099,8.42042079314706,0.000107504478551761,1,1,0.59,0.59
