time_fraction_elapsed,up_price,up_price_change_0_5s,up_price_change_1s,up_price_change_5s,up_price_change_15s,up_price_change_30s,btc_return_0_5s,btc_return_1s,btc_return_5s,btc_return_15s,btc_return_30s,btc_return_60s,btc_volatility_5s,btc_volatility_15s,btc_volatility_30s,btc_volatility_60s,btc_distance_to_beat_pct,market_confidence_gap
0.00126666666666667,0.44,,,,,,,,,,,,0,0,0,0,,
0.00203333333333333,0.44,,,,,,,,,,,,0,0,0,0,,
0.00273333333333333,0.44,,,,,,,,,,,,0,0,0,0,,
0.0035,0.44,0,,,,,,,,,,,0,0,0,0,,
0.00423333333333333,0.44,0,,,,,,,,,,,0,0,0,0,0,-0.44
0.00506666666666667,0.44,0,0,,,,,,,,,,0,0,0,0,0,-0.44
0.00583333333333333,0.44,0,0,,,,,,,,,,0,0,0,0,0,-0.44
0.00663333333333333,0.44,0,0,,,,0,,,,,,0,0,0,0,0,-0.44
0.00733333333333333,0.36,-0.08,-0.08,,,,0,,,,,,0,0,0,0,0,-0.36
0.00816666666666667,0.4,-0.04,-0.04,,,,0,0,,,,,0,0,0,0,0,-0.4
0.0089,0.4,-0.04,-0.04,,,,-2.82622512591721e-06,-2.82622512591721e-06,,,,,1.05327191687813e-06,1.05327191687813e-06,1.05327191687813e-06,1.05327191687813e-06,-2.82622512591721e-06,-0.4
0.00963333333333333,0.4,0.04,-0.04,,,,-2.82622512591721e-06,-2.82622512591721e-06,,,,,9.889727795329e-07,9.889727795329e-07,9.889727795329e-07,9.889727795329e-07,-2.82622512591721e-06,-0.4
0.0104666666666667,0.4,0,-0.04,,,,-2.82622512591721e-06,-2.82622512591721e-06,,,,,9.34686104032393e-07,9.34686104032393e-07,9.34686104032393e-07,9.34686104032393e-07,-2.82622512591721e-06,-0.4
0.0112,0.4,0,0.04,,,,0,-2.82622512591721e-06,,,,,8.88196867420384e-07,8.88196867420384e-07,8.88196867420384e-07,8.88196867420384e-07,-2.82622512591721e-06,-0.4
0.0119666666666667,0.4,0,0,,,,0,-2.82622512591721e-06,,,,,8.47867537775163e-07,8.47867537775163e-07,8.47867537775163e-07,8.47867537775163e-07,-2.82622512591721e-06,-0.4
0.0127,0.4,0,0,,,,0,0,,,,,8.12482598026778e-07,8.12482598026778e-07,8.12482598026778e-07,8.12482598026778e-07,-2.82622512591721e-06,-0.4
0.0134,0.4,0,0,,,,-1.40868492521795e-06,-1.40868492521795e-06,,,,,8.40505953072392e-07,8.40505953072392e-07,8.40505953072392e-07,8.40505953072392e-07,-4.23490606987443e-06,-0.4
0.0142333333333333,0.4,0,0,,,,-1.40868492521795e-06,-1.40868492521795e-06,,,,,8.12989147108799e-07,8.12989147108799e-07,8.12989147108799e-07,8.12989147108799e-07,-4.23490606987443e-06,-0.4
0.0149666666666667,0.4,0,0,,,,-1.40868492521795e-06,-1.40868492521795e-06,,,,,7.87895415439464e-07,7.87895415439464e-07,7.87895415439464e-07,7.87895415439464e-07,-4.23490606987443e-06,-0.4
0.0156333333333333,0.4,0,0,,,,-2.90713520637055e-05,-3.04799960365481e-05,,,,,7.21647026409566e-06,7.21647026409566e-06,7.21647026409566e-06,7.21647026409566e-06,-3.33061350191346e-05,-0.4
0.0164,0.4,0,0,,,,-2.90713520637055e-05,-3.04799960365481e-05,,,,,7.00795868543809e-06,7.00795868543809e-06,7.00795868543809e-06,7.00795868543809e-06,-3.33061350191346e-05,-0.4
0.0171666666666667,0.4,0,0,,,,-2.90713520637055e-05,-2.90713520637055e-05,,,,,6.81633890822765e-06,6.81633890822765e-06,6.81633890822765e-06,6.81633890822765e-06,-3.33061350191346e-05,-0.4
0.0178666666666667,0.4,0,0,,,,-1.40853656399037e-06,-3.04798476796336e-05,,,,,6.62549146839911e-06,6.62549146839911e-06,6.62549146839911e-06,6.62549146839911e-06,-3.4714624670216e-05,-0.4
0.0186666666666667,0.4,0,0,-0.04,,,-1.40853656399037e-06,-3.04798476796336e-05,,,,,6.46314329670939e-06,6.46314329670939e-06,6.46314329670939e-06,6.46314329670939e-06,-3.4714624670216e-05,-0.4
0.0194666666666667,0.39,-0.01,-0.01,-0.05,,,-1.40853656399037e-06,-1.40853656399037e-06,,,,,6.31206608559878e-06,6.31206608559878e-06,6.31206608559878e-06,6.31206608559878e-06,-3.4714624670216e-05,-0.39
0.0202,0.35,-0.05,-0.05,-0.09,,,-6.64447085810158e-08,-1.47498117898158e-06,,,,,6.17019494650699e-06,6.17019494650699e-06,6.17019494650699e-06,6.17019494650699e-06,-3.47810670721939e-05,-0.35
0.0209666666666667,0.35,-0.05,-0.05,-0.09,,,-6.64447085810158e-08,-1.47498117898158e-06,-3.47810670721939e-05,,,,6.17019494650699e-06,6.03819619749292e-06,6.03819619749292e-06,6.03819619749292e-06,-3.47810670721939e-05,-0.35
0.0216666666666667,0.35,-0.04,-0.05,-0.09,,,-6.64447085810158e-08,-6.64447085810158e-08,-3.47810670721939e-05,,,,6.03819619749292e-06,5.91426673556089e-06,5.91426673556089e-06,5.91426673556089e-06,-3.47810670721939e-05,-0.35
0.0223666666666667,0.35,0,-0.05,-0.09,,,0,-6.64447085810158e-08,-3.47810670721939e-05,,,,6.03819619749292e-06,5.79762243712149e-06,5.79762243712149e-06,5.79762243712149e-06,-3.47810670721939e-05,-0.35
0.0231,0.35,0,-0.04,-0.09,,,0,-6.64447085810158e-08,-3.47810670721939e-05,,,,6.03819619749292e-06,5.6875810217745e-06,5.6875810217745e-06,5.6875810217745e-06,-3.47810670721939e-05,-0.35
0.0238,0.35,0,0,-0.09,,,-6.82088754275577e-06,-6.82088754275577e-06,-4.16017173772026e-05,,,,6.12357023140341e-06,5.6740350937201e-06,5.6740350937201e-06,5.6740350937201e-06,-4.16017173772026e-05,-0.35
0.0246,0.35,0,0,-0.01,,,-6.82088754275577e-06,-6.82088754275577e-06,-4.16017173772026e-05,,,,6.12357023140341e-06,5.57616278559837e-06,5.57616278559837e-06,5.57616278559837e-06,-4.16017173772026e-05,-0.35
0.0253333333333333,0.35,0,0,-0.05,,,-6.82088754275577e-06,-6.82088754275577e-06,-4.16017173772026e-05,,,,6.13224217690061e-06,5.48314398589135e-06,5.48314398589135e-06,5.48314398589135e-06,-4.16017173772026e-05,-0.35
0.0260333333333333,0.35,0,0,-0.05,,,0,-6.82088754275577e-06,-3.87756018398656e-05,,,,6.13224217690061e-06,5.39459420683068e-06,5.39459420683068e-06,5.39459420683068e-06,-4.16017173772026e-05,-0.35
0.0268333333333333,0.35,0,0,-0.05,,,0,-6.82088754275577e-06,-3.87756018398656e-05,,,,6.13224217690061e-06,5.31016982230253e-06,5.31016982230253e-06,5.31016982230253e-06,-4.16017173772026e-05,-0.35
0.0275666666666667,0.35,0,0,-0.05,,,0,0,-3.87756018398656e-05,,,,6.13224217690061e-06,5.22956272179866e-06,5.22956272179866e-06,5.22956272179866e-06,-4.16017173772026e-05,-0.35
0.0283,0.35,0,0,-0.05,,,-6.62114778244058e-05,-6.62114778244058e-05,-0.00010498451227437,,,,1.4737991498277e-05,1.24050710402484e-05,1.24050710402484e-05,1.24050710402484e-05,-0.000107810440690421,-0.35
0.0290666666666667,0.35,0,0,-0.05,,,-6.62114778244058e-05,-6.62114778244058e-05,-0.00010498451227437,,,,1.4737991498277e-05,1.22293147091116e-05,1.22293147091116e-05,1.22293147091116e-05,-0.000107810440690421,-0.35
0.0298,0.35,0,0,-0.05,,,-6.62114778244058e-05,-6.62114778244058e-05,-0.00010498451227437,,,,1.47555151233259e-05,1.20607682328733e-05,1.20607682328733e-05,1.20607682328733e-05,-0.000107810440690421,-0.35
0.0305666666666667,0.35,0,0,-0.05,,,0,-6.62114778244058e-05,-0.000103575973255064,,,,1.47555151233259e-05,1.18989559085629e-05,1.18989559085629e-05,1.18989559085629e-05,-0.000107810440690421,-0.35
0.0313666666666667,0.35,0,0,-0.05,,,-1.71086129660137e-06,-6.79222258423524e-05,-0.000105286657347542,,,,1.4734990966637e-05,1.1734687203463e-05,1.1734687203463e-05,1.1734687203463e-05,-0.000109521117538312,-0.35
0.0320333333333333,0.35,0,0,-0.05,,,-1.71086129660137e-06,-1.71086129660137e-06,-0.000105286657347542,,,,1.37697700874893e-05,1.158553330007e-05,1.158553330007e-05,1.158553330007e-05,-0.000109521117538312,-0.35
0.0328,0.35,0,0,-0.05,,,-1.71086129660137e-06,-1.71086129660137e-06,-7.62175210302234e-05,,,,1.37697700874893e-05,1.14418912408011e-05,1.14418912408011e-05,1.14418912408011e-05,-0.000109521117538312,-0.35
0.0335666666666667,0.35,0,0,-0.05,,,0,-1.71086129660137e-06,-7.62175210302234e-05,,,,1.37697700874893e-05,1.13034320404032e-05,1.13034320404032e-05,1.13034320404032e-05,-0.000109521117538312,-0.35
0.0343666666666667,0.35,0,0,-0.05,,,-2.31668326278863e-06,-4.02754059586627e-06,-7.85340277211568e-05,,,,1.37649052716552e-05,1.11615087729642e-05,1.11615087729642e-05,1.11615087729642e-05,-0.000111837547075361,-0.35
0.0352,0.35,0,0,-0.05,,,-2.31668326278863e-06,-2.31668326278863e-06,-7.71255997913937e-05,,,,1.37649052716552e-05,1.10329862654731e-05,1.10329862654731e-05,1.10329862654731e-05,-0.000111837547075361,-0.35
0.0359666666666667,0.35,0,0,-0.05,,,-2.31668326278863e-06,-2.31668326278863e-06,-7.71255997913937e-05,,,,1.37649052716552e-05,1.09087799149887e-05,1.09087799149887e-05,1.09087799149887e-05,-0.000111837547075361,-0.35
0.0366333333333333,0.35,0,0,-0.04,,,0,-2.31668326278863e-06,-7.71255997913937e-05,,,,1.37656668392578e-05,1.07886548683119e-05,1.07886548683119e-05,1.07886548683119e-05,-0.000111837547075361,-0.35
0.0373666666666667,0.35,0,0,0,,,0,-2.31668326278863e-06,-7.70591602029862e-05,,,,1.37656668392578e-05,1.06723936613983e-05,1.06723936613983e-05,1.06723936613983e-05,-0.000111837547075361,-0.35
0.0381666666666667,0.35,0,0,0,,,-1.53051440014649e-07,-1.53051440014649e-07,-7.72121998489854e-05,,,,1.3763933442775e-05,1.05590181875352e-05,1.05590181875352e-05,1.05590181875352e-05,-0.000111990581398478,-0.35
0.0389,0.35,0,0,0,,,-1.53051440014649e-07,-1.53051440014649e-07,-7.72121998489854e-05,,,,1.3763933442775e-05,1.04499201214868e-05,1.04499201214868e-05,1.04499201214868e-05,-0.000111990581398478,-0.35
0.0396666666666667,0.35,0,0,0,,,-1.53051440014649e-07,-1.53051440014649e-07,-7.72121998489854e-05,,,,1.3763933442775e-05,1.03441212000134e-05,1.03441212000134e-05,1.03441212000134e-05,-0.000111990581398478,-0.35
0.0404333333333333,0.34,-0.00999999999999995,-0.00999999999999995,-0.00999999999999995,,,-2.16988074533359e-05,-2.18518555723168e-05,-9.89093318896637e-05,,,,1.42663427608466e-05,1.06010736494797e-05,1.06010736494797e-05,1.06010736494797e-05,-0.000133686958789751,-0.34
0.0411666666666667,0.34,-0.00999999999999995,-0.00999999999999995,-0.00999999999999995,,,-2.16988074533359e-05,-2.18518555723168e-05,-9.20890724761152e-05,,,,1.42663427608466e-05,1.04997298458442e-05,1.04997298458442e-05,1.04997298458442e-05,-0.000133686958789751,-0.34
0.0419,0.34,-0.00999999999999995,-0.00999999999999995,-0.00999999999999995,,,-2.16988074533359e-05,-2.16988074533359e-05,-9.20890724761152e-05,,,,1.42663427608466e-05,1.04012186327393e-05,1.04012186327393e-05,1.04012186327393e-05,-0.000133686958789751,-0.34
0.0426666666666667,0.34,0,-0.00999999999999995,-0.00999999999999995,,,0,-2.16988074533359e-05,-9.20890724761152e-05,,,,1.42663427608466e-05,1.0305411479709e-05,1.0305411479709e-05,1.0305411479709e-05,-0.000133686958789751,-0.34
0.0433666666666667,0.34,0,-0.00999999999999995,-0.00999999999999995,,,0,-2.16988074533359e-05,-9.20890724761152e-05,,,,1.42663427608466e-05,1.0212187803131e-05,1.0212187803131e-05,1.0212187803131e-05,-0.000133686958789751,-0.34
