time_fraction_elapsed,up_price,up_price_change_0_5s,up_price_change_1s,up_price_change_5s,up_price_change_15s,up_price_change_30s,btc_return_0_5s,btc_return_1s,btc_return_5s,btc_return_15s,btc_return_30s,btc_return_60s,btc_volatility_5s,btc_volatility_15s,btc_volatility_30s,btc_volatility_60s,btc_distance_to_beat_pct,market_confidence_gap
0.00116666666666667,0.5,,,,,,,,,,,,0,0,0,0,,
0.0019,0.5,,,,,,,,,,,,0,0,0,0,0,-0.5
0.00256666666666667,0.52,,,,,,,,,,,,0,0,0,0,0,-0.52
0.00326666666666667,0.52,0.02,,,,,,,,,,,0,0,0,0,0,-0.52
0.00393333333333333,0.53,0.03,,,,,0,,,,,,0,0,0,0,0,-0.53
0.00463333333333333,0.53,0.01,0.03,,,,0,,,,,,0,0,0,0,0,-0.53
0.00533333333333333,0.53,0.01,0.03,,,,0,0,,,,,0,0,0,0,0,-0.53
0.00606666666666667,0.53,0,0.01,,,,1.39480612953165e-07,1.39480612953165e-07,,,,,5.19813553511023e-08,5.19813553511023e-08,5.19813553511023e-08,5.19813553511023e-08,1.39480612953165e-07,0.47
0.00676666666666667,0.53,0,0.01,,,,1.39480612953165e-07,1.39480612953165e-07,,,,,4.88080472494124e-08,4.88080472494124e-08,4.88080472494124e-08,4.88080472494124e-08,1.39480612953165e-07,0.47
0.0075,0.53,0,0,,,,1.39480612953165e-07,1.39480612953165e-07,,,,,4.6128876823616e-08,4.6128876823616e-08,4.6128876823616e-08,4.6128876823616e-08,1.39480612953165e-07,0.47
0.0082,0.53,0,0,,,,-5.28446013496415e-08,8.66360042327257e-08,,,,,4.8777745004769e-08,4.8777745004769e-08,4.8777745004769e-08,4.8777745004769e-08,8.66360042327257e-08,0.47
0.0089,0.63,0.1,0.1,,,,-5.28446013496415e-08,8.66360042327257e-08,,,,,4.63646561843571e-08,4.63646561843571e-08,4.63646561843571e-08,4.63646561843571e-08,8.66360042327257e-08,0.37
0.0096,0.63,0.1,0.1,,,,-5.28446013496415e-08,-5.28446013496415e-08,,,,,4.4277069750723e-08,4.4277069750723e-08,4.4277069750723e-08,4.4277069750723e-08,8.66360042327257e-08,0.37
0.0103333333333333,0.63,0.1,0.1,,,,0,-5.28446013496415e-08,,,,,4.24479191409039e-08,4.24479191409039e-08,4.24479191409039e-08,4.24479191409039e-08,8.66360042327257e-08,0.37
0.0110666666666667,0.63,0,0.1,,,,0,-5.28446013496415e-08,,,,,4.08279920621053e-08,4.08279920621053e-08,4.08279920621053e-08,4.08279920621053e-08,8.66360042327257e-08,0.37
0.0118,0.63,0,0.1,,,,1.14143556094859e-05,1.14143556094859e-05,,,,,2.93819312357136e-06,2.93819312357136e-06,2.93819312357136e-06,2.93819312357136e-06,1.15009926026127e-05,0.37
0.0125,0.63,0,0,,,,1.14143556094859e-05,1.14143556094859e-05,,,,,2.84595120777092e-06,2.84595120777092e-06,2.84595120777092e-06,2.84595120777092e-06,1.15009926026127e-05,0.37
0.0132,0.58,-0.05,-0.05,,,,1.14143556094859e-05,1.14143556094859e-05,,,,,2.76182356940471e-06,2.76182356940471e-06,2.76182356940471e-06,2.76182356940471e-06,1.15009926026127e-05,0.42
0.0139333333333333,0.58,-0.05,-0.05,,,,2.82547000578874e-05,3.96693781765673e-05,,,,,7.01119426311848e-06,7.01119426311848e-06,7.01119426311848e-06,7.01119426311848e-06,3.97560176175965e-05,0.42
0.0146666666666667,0.54,-0.09,-0.09,,,,2.82547000578874e-05,3.96693781765673e-05,,,,,6.83468054478089e-06,6.83468054478089e-06,6.83468054478089e-06,6.83468054478089e-06,3.97560176175965e-05,0.46
0.0153666666666667,0.54,-0.0399999999999999,-0.09,,,,2.82547000578874e-05,2.82547000578874e-05,,,,,6.67064597059637e-06,6.67064597059637e-06,6.67064597059637e-06,6.67064597059637e-06,3.97560176175965e-05,0.46
0.0161333333333333,0.54,-0.0399999999999999,-0.09,,,,0,2.82547000578874e-05,,,,,6.51771465197185e-06,6.51771465197185e-06,6.51771465197185e-06,6.51771465197185e-06,3.97560176175965e-05,0.46
0.0168333333333333,0.63,0.09,0.05,,,,0,2.82547000578874e-05,,,,,6.37470901928883e-06,6.37470901928883e-06,6.37470901928883e-06,6.37470901928883e-06,3.97560176175965e-05,0.37
0.0175333333333333,0.63,0.09,0.05,,,,0,0,,,,,6.24061566337941e-06,6.24061566337941e-06,6.24061566337941e-06,6.24061566337941e-06,3.97560176175965e-05,0.37
0.0182,0.63,0.09,0.09,0.13,,,2.15696962344791e-05,2.15696962344791e-05,,,,,7.31400220439125e-06,7.31400220439125e-06,7.31400220439125e-06,7.31400220439125e-06,6.13265713772991e-05,0.37
0.0189333333333333,0.58,-0.05,0.0399999999999999,0.08,,,2.15696962344791e-05,2.15696962344791e-05,6.13265713772991e-05,,,,7.31400220439125e-06,7.17980239669658e-06,7.17980239669658e-06,7.17980239669658e-06,6.13265713772991e-05,0.42
0.0197,0.63,0,0.09,0.11,,,2.15696962344791e-05,2.15696962344791e-05,6.13265713772991e-05,,,,7.31400220439125e-06,7.05253856217045e-06,7.05253856217045e-06,7.05253856217045e-06,6.13265713772991e-05,0.37
0.0204333333333333,0.58,-0.05,-0.05,0.0599999999999999,,,1.51869934087818e-07,2.17215694443553e-05,6.14784506250493e-05,,,,7.31166026252028e-06,6.92972724237135e-06,6.92972724237135e-06,6.92972724237135e-06,6.14784506250493e-05,0.42
0.0212333333333333,0.63,0.05,0,0.1,,,1.51869934087818e-07,2.17215694443553e-05,6.14784506250493e-05,,,,7.31166026252028e-06,6.81483389517613e-06,6.81483389517613e-06,6.81483389517613e-06,6.14784506250493e-05,0.37
0.0220333333333333,0.63,0,0,0.1,,,1.51869934087818e-07,1.51869934087818e-07,6.14784506250493e-05,,,,7.45556096302316e-06,6.70536092634422e-06,6.70536092634422e-06,6.70536092634422e-06,6.14784506250493e-05,0.37
