time_fraction_elapsed,up_price,up_price_change_0_5s,up_price_change_1s,up_price_change_5s,up_price_change_15s,up_price_change_30s,btc_return_0_5s,btc_return_1s,btc_return_5s,btc_return_15s,btc_return_30s,btc_return_60s,btc_volatility_5s,btc_volatility_15s,btc_volatility_30s,btc_volatility_60s,btc_distance_to_beat_pct,market_confidence_gap
0.00116666666666667,0.5,,,,,,,,,,,,0,0,0,0,0,-0.5
0.0019,0.5,,,,,,,,,,,,0,0,0,0,0,-0.5
0.00256666666666667,0.5,,,,,,,,,,,,0,0,0,0,0,-0.5
0.0033,0.5,0,,,,,3.61246185752949e-05,,,,,,1.70293085082457e-05,1.70293085082457e-05,1.70293085082457e-05,1.70293085082457e-05,3.61246185752949e-05,0.5
0.004,0.5,0,,,,,3.61246185752949e-05,,,,,,1.56424186941143e-05,1.56424186941143e-05,1.56424186941143e-05,1.56424186941143e-05,3.61246185752949e-05,0.5
0.0047,0.5,0,0,,,,3.61246185752949e-05,3.61246185752949e-05,,,,,1.4449847430118e-05,1.4449847430118e-05,1.4449847430118e-05,1.4449847430118e-05,3.61246185752949e-05,0.5
0.0054,0.5,0,0,,,,0,3.61246185752949e-05,,,,,1.34628504659352e-05,1.34628504659352e-05,1.34628504659352e-05,1.34628504659352e-05,3.61246185752949e-05,0.5
0.00606666666666667,0.5,0,0,,,,0,3.61246185752949e-05,,,,,1.26409832374485e-05,1.26409832374485e-05,1.26409832374485e-05,1.26409832374485e-05,3.61246185752949e-05,0.5
0.00676666666666667,0.5,0,0,,,,0,0,,,,,1.19470946196618e-05,1.19470946196618e-05,1.19470946196618e-05,1.19470946196618e-05,3.61246185752949e-05,0.5
0.0074,0.5,0,0,,,,0,0,,,,,1.13528723388305e-05,1.13528723388305e-05,1.13528723388305e-05,1.13528723388305e-05,3.61246185752949e-05,0.5
0.00826666666666667,0.5,0,0,,,,5.26767211421865e-06,5.26767211421865e-06,,,,,1.07768467738061e-05,1.07768467738061e-05,1.07768467738061e-05,1.07768467738061e-05,4.13924809821594e-05,0.5
0.0089,0.5,0,0,,,,5.26767211421865e-06,5.26767211421865e-06,,,,,1.03439921778887e-05,1.03439921778887e-05,1.03439921778887e-05,1.03439921778887e-05,4.13924809821594e-05,0.5
0.00966666666666667,0.5,0,0,,,,5.26767211421865e-06,5.26767211421865e-06,,,,,9.95807723242387e-06,9.95807723242387e-06,9.95807723242387e-06,9.95807723242387e-06,4.13924809821594e-05,0.5
0.0103333333333333,0.5,0,0,,,,0,5.26767211421865e-06,,,,,9.61146133768724e-06,9.61146133768724e-06,9.61146133768724e-06,9.61146133768724e-06,4.13924809821594e-05,0.5
0.0110333333333333,0.5,0,0,,,,0,5.26767211421865e-06,,,,,9.29806551788125e-06,9.29806551788125e-06,9.29806551788125e-06,9.29806551788125e-06,4.13924809821594e-05,0.5
0.0117,0.5,0,0,,,,9.9876343732718e-06,9.9876343732718e-06,,,,,9.15239918924889e-06,9.15239918924889e-06,9.15239918924889e-06,9.15239918924889e-06,5.13805287683971e-05,0.5
0.0124,0.5,0,0,,,,9.9876343732718e-06,9.9876343732718e-06,,,,,8.90047657913443e-06,8.90047657913443e-06,8.90047657913443e-06,8.90047657913443e-06,5.13805287683971e-05,0.5
0.0131,0.5,0,0,,,,9.9876343732718e-06,9.9876343732718e-06,,,,,8.66772660316643e-06,8.66772660316643e-06,8.66772660316643e-06,8.66772660316643e-06,5.13805287683971e-05,0.5
0.0138,0.5,0,0,,,,1.10381027913905e-06,1.10914556768643e-05,,,,,8.43497196430644e-06,8.43497196430644e-06,8.43497196430644e-06,8.43497196430644e-06,5.2484395761892e-05,0.5
