timestamp,unix_time,seconds_left,elapsed,up_price,down_price,btc_binance,btc_chainlink,price_to_beat,balance,up_tokens,down_tokens,event,event_side,bet_usd,buy_prob,tokens,btc_at_event,reason,outcome,payout,pnl
03:10:00.377,1777687800.378,299.62,0.38,0.61,0.39,,,,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:00.608,1777687800.608,299.39,0.61,0.61,0.39,,,,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:00.859,1777687800.860,299.14,0.86,0.61,0.39,,,,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:01.106,1777687801.107,298.89,1.11,0.61,0.39,,,,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:01.332,1777687801.333,298.67,1.33,0.55,0.45,78295.0,,,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:01.618,1777687801.619,298.38,1.62,0.55,0.45,78295.0,78296.04364238706,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:01.850,1777687801.850,298.15,1.85,0.55,0.45,78295.0,78296.04364238706,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:02.099,1777687802.099,297.90,2.10,0.55,0.45,78295.0,78296.04364238706,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:02.324,1777687802.325,297.68,2.32,0.55,0.45,78295.0,78296.1097813015,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:02.558,1777687802.559,297.44,2.56,0.55,0.45,78295.0,78296.1097813015,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:02.786,1777687802.787,297.21,2.79,0.55,0.45,78295.0,78296.1097813015,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:03.034,1777687803.035,296.97,3.03,0.55,0.45,78295.0,78296.1097813015,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:03.274,1777687803.274,296.73,3.27,0.55,0.45,78295.01,78296.1097813015,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:03.523,1777687803.524,296.48,3.52,0.55,0.45,78295.01,78289.50257370387,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:03.751,1777687803.751,296.25,3.75,0.55,0.45,78295.01,78289.50257370387,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:03.982,1777687803.982,296.02,3.98,0.55,0.45,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:04.223,1777687804.224,295.78,4.22,0.55,0.45,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:04.473,1777687804.473,295.53,4.47,0.54,0.46,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:04.686,1777687804.687,295.31,4.69,0.54,0.46,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:04.941,1777687804.941,295.06,4.94,0.54,0.46,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:05.160,1777687805.161,294.84,5.16,0.54,0.46,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:05.386,1777687805.387,294.61,5.39,0.54,0.46,78295.01,78289.204865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:05.610,1777687805.611,294.39,5.61,0.54,0.46,78295.01,78289.04616823202,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:05.862,1777687805.863,294.14,5.86,0.52,0.48,78295.01,78289.04616823202,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:06.096,1777687806.096,293.90,6.10,0.53,0.47,78295.01,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:06.307,1777687806.307,293.69,6.31,0.5,0.5,78292.99,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:06.531,1777687806.532,293.47,6.53,0.5,0.5,78292.99,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:06.741,1777687806.742,293.26,6.74,0.51,0.49,78292.99,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:06.973,1777687806.973,293.03,6.97,0.51,0.49,78292.99,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:07.202,1777687807.203,292.80,7.20,0.51,0.49,78293.0,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:07.419,1777687807.419,292.58,7.42,0.51,0.49,78293.0,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:07.643,1777687807.644,292.36,7.64,0.51,0.49,78293.0,78287.88333229366,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:07.892,1777687807.892,292.11,7.89,0.51,0.49,78293.0,78288.7807403989,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:08.163,1777687808.163,291.84,8.16,0.51,0.49,78293.0,78288.7807403989,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:08.390,1777687808.390,291.61,8.39,0.51,0.49,78293.0,78288.753885,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:08.613,1777687808.613,291.39,8.61,0.51,0.49,78293.0,78288.753885,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:08.862,1777687808.862,291.14,8.86,0.51,0.49,78293.0,78288.753885,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:09.069,1777687809.070,290.93,9.07,0.51,0.49,78293.0,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:09.272,1777687809.273,290.73,9.27,0.51,0.49,78292.99,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:09.481,1777687809.482,290.52,9.48,0.5,0.5,78292.99,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:09.702,1777687809.703,290.30,9.70,0.5,0.5,78292.99,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:09.937,1777687809.938,290.06,9.94,0.5,0.5,78292.99,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:10.169,1777687810.170,289.83,10.17,0.5,0.5,78292.99,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:10.412,1777687810.413,289.59,10.41,0.5,0.5,78292.99,78288.12208493376,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:10.617,1777687810.617,289.38,10.62,0.5,0.5,78292.99,78288.0939170865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:10.852,1777687810.853,289.15,10.85,0.5,0.5,78292.99,78288.0939170865,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:11.085,1777687811.086,288.91,11.09,0.5,0.5,78292.99,78288.07205849004,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:11.358,1777687811.359,288.64,11.36,0.5,0.5,78292.99,78288.07205849004,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:11.606,1777687811.606,288.39,11.61,0.49,0.51,78292.99,78288.07205849004,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:11.847,1777687811.848,288.15,11.85,0.41,0.59,78292.99,78288.07205849004,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:12.069,1777687812.069,287.93,12.07,0.41,0.59,78292.99,78288.07205849004,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:12.306,1777687812.307,287.69,12.31,0.4,0.6,78283.29,78287.6082418042,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:12.514,1777687812.515,287.49,12.51,0.4,0.6,78283.29,78287.6082418042,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:12.763,1777687812.764,287.24,12.76,0.4,0.6,78283.29,78287.6082418042,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:12.968,1777687812.969,287.03,12.97,0.4,0.6,78283.29,78287.6082418042,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:13.208,1777687813.209,286.79,13.21,0.4,0.6,78281.9,78287.6082418042,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:13.437,1777687813.438,286.56,13.44,0.4,0.6,78281.9,78282.70391,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:13.712,1777687813.712,286.29,13.71,0.4,0.6,78281.9,78282.70391,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:13.969,1777687813.970,286.03,13.97,0.4,0.6,78281.9,78282.70391,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
03:10:14.226,1777687814.226,285.77,14.23,0.4,0.6,78281.9,78281.08774917164,78296.04364238706,64.0623,0.0000,0.0000,,,,,,,,,,
