timestamp,unix_time,seconds_left,elapsed,up_price,down_price,btc_binance,btc_chainlink,price_to_beat,balance,up_tokens,down_tokens,event,event_side,bet_usd,buy_prob,tokens,btc_at_event,reason,outcome,payout,pnl
03:05:00.398,1777687500.398,299.60,0.40,0.37,0.63,,78326.2326052099,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:00.597,1777687500.597,299.40,0.60,0.37,0.63,,78326.2326052099,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:00.817,1777687500.817,299.18,0.82,0.37,0.63,,78326.2326052099,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:01.027,1777687501.028,298.97,1.03,0.37,0.63,,78326.2326052099,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:01.267,1777687501.268,298.73,1.27,0.37,0.63,78327.21,78326.2326052099,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:01.477,1777687501.478,298.52,1.48,0.37,0.63,78327.21,78327.16306481225,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:01.706,1777687501.706,298.29,1.71,0.37,0.63,78327.21,78327.16306481225,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:01.932,1777687501.932,298.07,1.93,0.37,0.63,78327.21,78327.16306481225,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:02.159,1777687502.159,297.84,2.16,0.37,0.63,78327.21,78326.22583633999,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:02.392,1777687502.392,297.61,2.39,0.37,0.63,78327.21,78326.22583633999,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:02.629,1777687502.630,297.37,2.63,0.37,0.63,78327.21,78326.22583633999,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:02.851,1777687502.851,297.15,2.85,0.37,0.63,78327.21,78326.22583633999,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:03.056,1777687503.056,296.94,3.06,0.37,0.63,78327.21,78326.22583633999,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:03.286,1777687503.287,296.71,3.29,0.37,0.63,78327.2,78327.3575480055,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:03.484,1777687503.484,296.52,3.48,0.37,0.63,78327.2,78327.3575480055,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:03.711,1777687503.712,296.29,3.71,0.37,0.63,78327.2,78327.3575480055,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:03.920,1777687503.920,296.08,3.92,0.37,0.63,78327.2,78327.3575480055,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:04.139,1777687504.139,295.86,4.14,0.37,0.63,78327.2,78327.3575480055,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:04.356,1777687504.357,295.64,4.36,0.37,0.63,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:04.588,1777687504.589,295.41,4.59,0.38,0.62,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:04.806,1777687504.807,295.19,4.81,0.38,0.62,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:05.039,1777687505.038,294.96,5.04,0.38,0.62,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:05.258,1777687505.259,294.74,5.26,0.38,0.62,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:05.486,1777687505.486,294.51,5.49,0.38,0.62,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:05.671,1777687505.671,294.33,5.67,0.38,0.62,78327.21,78327.5766825406,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:05.901,1777687505.901,294.10,5.90,0.38,0.62,78327.21,78328.0850003814,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:06.136,1777687506.136,293.86,6.14,0.38,0.62,78327.21,78328.0850003814,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:06.344,1777687506.345,293.66,6.34,0.38,0.62,78327.21,78327.55713732251,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:06.574,1777687506.575,293.43,6.57,0.38,0.62,78327.21,78327.55713732251,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:06.796,1777687506.797,293.20,6.80,0.38,0.62,78327.21,78327.55713732251,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:07.019,1777687507.019,292.98,7.02,0.38,0.62,78327.21,78327.55713732251,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:07.221,1777687507.222,292.78,7.22,0.38,0.62,78327.2,78327.55713732251,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:07.423,1777687507.424,292.58,7.42,0.38,0.62,78327.2,78327.55713732251,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:07.639,1777687507.640,292.36,7.64,0.38,0.62,78327.2,78327.64415003307,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:07.861,1777687507.861,292.14,7.86,0.38,0.62,78327.2,78327.64415003307,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:08.077,1777687508.077,291.92,8.08,0.38,0.62,78327.2,78328.11184878937,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:08.311,1777687508.312,291.69,8.31,0.38,0.62,78327.21,78328.11184878937,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:08.544,1777687508.545,291.46,8.54,0.38,0.62,78327.21,78328.11184878937,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
03:05:08.751,1777687508.751,291.25,8.75,0.38,0.62,78327.21,78328.11184878937,78326.2326052099,73.0623,0.0000,0.0000,,,,,,,,,,
